9,485832;42,615273
9,494720;42,603607
9,482777;42,613052
9,477777;42,617218
9,465277;42,630829
9,457777;42,643326
9,485832;42,615273
BREAK
9,446665;42,678886
9,448055;42,649437
9,452221;42,630272
9,473888;42,582222
9,478054;42,576111
9,505554;42,563889
9,509998;42,563606
9,511389;42,567215
9,511665;42,571663
9,509443;42,578049
9,503054;42,591660
9,497221;42,600830
9,500277;42,598610
9,520277;42,572495
9,531666;42,549164
9,533888;42,541939
9,562222;42,272774
9,559999;42,192215
9,555555;42,127777
9,553333;42,115555
9,545832;42,102219
9,448055;41,999443
9,425554;41,974998
9,411110;41,954163
9,405554;41,934998
9,397192;41,875931
9,396666;41,862778
9,398611;41,850830
9,402498;41,840271
9,404444;41,828331
9,404165;41,819160
9,398888;41,698883
9,382776;41,658882
9,379444;41,651939
9,366665;41,638611
9,320555;41,602493
9,271666;41,520554
9,241943;41,451942
9,247499;41,425827
9,251944;41,426109
9,254166;41,423332
9,254166;41,418610
9,252777;41,414993
9,248888;41,408882
9,222500;41,368607
9,219166;41,366386
9,214443;41,365555
9,186110;41,364166
9,180832;41,364716
9,177221;41,366661
9,132221;41,394165
9,115833;41,431938
8,978054;41,476662
8,973888;41,478050
8,941111;41,489441
8,917500;41,499718
8,791943;41,555550
8,789165;41,558052
8,788610;41,562218
8,785555;41,613327
8,792776;41,629440
8,794722;41,632500
8,801666;41,636665
8,806110;41,637772
8,810833;41,636940
8,812498;41,633606
8,816111;41,631660
8,821110;41,632500
8,873610;41,646942
8,876665;41,649162
8,913887;41,676384
8,919443;41,681389
8,921389;41,684441
8,921389;41,688049
8,919722;41,691383
8,916111;41,693329
8,911110;41,694160
8,878887;41,698051
8,856667;41,698326
8,850555;41,698608
8,840832;41,700554
8,796944;41,710274
8,725832;41,729439
8,705000;41,759438
8,747776;41,810555
8,788887;41,853333
8,803055;41,897499
8,802500;41,901665
8,800833;41,904999
8,784166;41,924438
8,781111;41,926666
8,773054;41,929993
8,749722;41,933327
8,744165;41,933609
8,740555;41,931938
8,738054;41,929161
8,735832;41,921387
8,732777;41,919167
8,717222;41,912498
8,707222;41,910828
8,668610;41,908333
8,627222;41,906662
8,592777;41,956940
8,588610;41,963051
8,589443;41,966110
8,593054;41,968048
8,613609;41,970833
8,634998;41,968330
8,646111;41,969162
8,664999;41,982498
8,667500;41,985275
8,668055;41,988327
8,659443;42,008331
8,740555;42,040833
8,744999;42,046944
8,744999;42,051384
8,742222;42,058327
8,681110;42,106384
8,638887;42,120277
8,608332;42,132774
8,587221;42,169716
8,570555;42,221664
8,618332;42,253052
8,648888;42,258331
8,682220;42,265274
8,686110;42,267220
8,688055;42,270271
8,687498;42,274437
8,685833;42,277496
8,631666;42,336937
8,615833;42,348328
8,607222;42,351105
8,594721;42,351387
8,584166;42,349998
8,575832;42,383606
8,665277;42,511108
8,714722;42,566666
8,721666;42,574440
8,886944;42,628052
9,055277;42,677498
9,058332;42,689163
9,060833;42,691940
9,083887;42,710831
9,087221;42,713051
9,115833;42,728607
9,119444;42,730270
9,148333;42,733330
9,153332;42,733330
9,251389;42,720833
9,254999;42,718887
9,269444;42,702217
9,278332;42,690552
9,283888;42,676666
9,286943;42,674438
9,290833;42,673332
9,293888;42,675552
9,311388;42,690277
9,317221;42,695274
9,319166;42,698326
9,341110;42,734161
9,342499;42,737778
9,343332;42,746666
9,338888;42,790550
9,337221;42,798332
9,330276;42,811386
9,321665;42,818886
9,311388;42,829720
9,309166;42,832497
9,308054;42,836105
9,340832;42,994438
9,344721;43,000832
9,348610;43,002495
9,353054;43,003883
9,383333;43,008606
